"locus","chr","start","stop"
"AT1G16950","1",5796083,5796364
"AT1G75460","1",28327986,28328822
"AT1G64220","1",23833088,23833321
"AT1G64210","1",23831033,23832863
"AT1G64185","1",23824527,23825152
"AT1G19370","1",6692904,6694721
"AT1G75520","1",28351779,28353179
"AT1G75530","1",28359309,28361815
"AT1G30210","1",10628754,10629728
"AT1G19360","1",6690672,6692211
"AT1G79570","1",29932856,29937540
"AT1G75540","1",28366059,28367398
"AT1G30220","1",10632957,10635439
"AT1G78870","1",29650589,29652203
"AT1G64200","1",23828537,23830002
"AT1G19340","1",6684798,6686798
"AT1G72390","1",27245455,27251218
"AT1G64180","1",23821640,23824193
"AT1G64190","1",23825549,23827012
"AT1G72370","1",27243148,27244842
"AT1G75550","1",28369437,28369940
"AT1G64170","1",23815239,23818293
"AT1G75560","1",28371420,28372717
"AT1G16650","1",5687994,5691101
"AT1G64130","1",23802559,23803533
"AT1G64140","1",23804069,23806009
"AT1G64150","1",23809047,23812579
"AT1G72950","1",27444585,27445814
"AT1G16640","1",5686763,5687533
"AT1G72960","1",27446263,27450862
"AT1G16630","1",5682212,5684749
"AT1G78860","1",29646168,29647499
"AT1G47570","1",17478919,17483229
"AT1G64160","1",23814063,23814611
"AT1G30200","1",10625147,10626286
"AT1G30190","1",10618966,10619802
"AT1G75590","1",28383250,28383714
"AT1G75580","1",28377530,28377856
"AT1G75600","1",28390753,28391461
"AT1G22275","1",7867245,7872066
"AT1G22270","1",7865548,7865922
"AT1G07985","1",2475508,2475942
"AT1G07990","1",2477413,2482898
"AT1G08000","1",2483460,2484564
"AT1G22230","1",7850093,7851037
"AT1G72440","1",27268325,27273596
"AT1G07980","1",2473523,2474910
"AT1G22240","1",7853084,7854963
"AT1G72430","1",27265150,27265509
"AT1G52900","1",19702211,19702916
"AT1G22220","1",7846694,7847638
"AT1G08035","1",2494772,2495149
"AT1G47530","1",17451724,17454110
"AT1G19290","1",6666249,6668963
"AT1G08030","1",2489575,2492741
"AT1G17000","1",5812728,5816662
"AT1G08010","1",2486202,2487402
"AT1G52890","1",19697292,19698444
"AT1G72450","1",27274336,27276136
"AT1G52905","1",19706230,19706497
"AT1G07970","1",2469528,2472518
"AT1G30260","1",10651159,10651452
"AT1G50020","1",18520144,18521600
"AT1G30270","1",10655270,10658524
"AT1G22940","1",8122384,8124908
"AT1G30250","1",10647253,10647501
"AT1G19320","1",6679327,6680178
"AT1G52930","1",19711261,19713103
"AT1G47560","1",17466751,17473190
"AT1G52920","1",19709360,19711048
"AT1G52910","1",19708114,19709128
"AT1G22260","1",7860160,7865142
"AT1G22250","1",7858961,7859648
"AT1G17010","1",5817667,5819183
"AT1G19310","1",6676424,6677104
"AT1G07960","1",2467681,2468831
"AT1G72420","1",27261367,27263186
"AT1G78850","1",29642072,29643397
"AT1G19300","1",6671451,6672506
"AT1G47580","1",17485668,17486387
"AT1G64280","1",23853329,23855407
"AT1G78610","1",29569226,29572126
"AT1G72880","1",27423678,27425928
"AT1G16730","1",5726617,5727312
"AT1G29000","1",10113018,10114340
"AT1G30480","1",10790315,10792423
"AT1G19050","1",6577919,6579078
"AT1G19040","1",6576895,6577413
"AT1G64400","1",23915802,23919681
"AT1G52700","1",19631186,19633366
"AT1G72850","1",27413971,27415335
"AT1G30490","1",10796328,10800744
"AT1G19025","1",6568920,6570800
"AT1G64390","1",23911329,23914642
"AT1G72860","1",27417096,27420778
"AT1G72870","1",27421086,27422999
"AT1G52695","1",19621411,19623388
"AT1G16740","1",5727773,5728950
"AT1G16750","1",5729221,5731689
"AT1G30475","1",10788501,10789943
"AT1G19060","1",6582066,6583601
"AT1G75290","1",28253890,28255173
"AT1G08135","1",2548819,2551473
"AT1G75280","1",28252030,28253355
"AT1G08140","1",2552206,2555074
"AT1G78530","1",29539274,29540681
"AT1G75310","1",28261004,28266124
"AT1G75300","1",28255552,28256927
"AT1G52690","1",19619842,19620589
"AT1G75270","1",28250255,28251237
"AT1G19080","1",6585087,6586308
"AT1G64385","1",23900309,23901956
"AT1G19070","1",6584454,6584705
"AT1G78520","1",29537976,29538656
"AT1G64380","1",23890981,23891988
"AT1G64360","1",23887928,23888185
"AT1G64370","1",23888967,23889503
"AT1G08150","1",2556343,2559074
"AT1G72570","1",27331381,27333698
"AT1G52680","1",19618419,19618961
"AT1G19020","1",6568142,6568402
"AT1G16760","1",5734234,5737307
"AT1G01020","1",6915,8666
"AT1G72600","1",27338272,27338679
"AT1G18940","1",6543852,6545592
"AT1G18950","1",6546539,6551549
"AT1G72590","1",27335601,27336989
"AT1G22160","1",7823238,7823774
"AT1G22490","1",7938448,7940489
"AT1G22170","1",7826603,7828055
"AT1G52620","1",19603828,19606287
"AT1G72610","1",27339302,27339928
"AT1G16940","1",5791983,5793491
"AT1G30515","1",10809432,10809866
"AT1G64430","1",23933541,23936336
"AT1G52600","1",19590612,19592486
"AT1G22150","1",7818361,7821344
"AT1G22480","1",7934232,7935054
"AT1G72620","1",27341079,27342401
"AT1G08130","1",2542913,2547815
"AT1G72580","1",27334406,27334702
"AT1G52660","1",19613475,19614796
"AT1G16770","1",5737900,5739110
"AT1G22200","1",7837857,7840602
"AT1G22190","1",7836245,7837030
"AT1G19010","1",6565616,6567354
"AT1G79550","1",29924347,29926295
"AT1G52670","1",19615119,19617420
"AT1G64405","1",23923800,23924156
"AT1G18960","1",6552854,6553940
"AT1G19000","1",6561335,6562684
"AT1G01010","1",3760,5630
"AT1G18990","1",6558778,6560432
"AT1G18980","1",6557364,6558026
"AT1G18970","1",6554702,6555364
"AT1G16780","1",5739468,5743818
"AT1G52630","1",19606470,19608526
"AT1G52650","1",19610643,19612417
"AT1G52640","1",19608857,19610428
"AT1G72900","1",27432216,27433532
"AT1G30410","1",10739357,10747017
"AT1G64340","1",23878125,23880635
"AT1G72500","1",27295336,27298556
"AT1G72490","1",27289435,27290732
"AT1G78815","1",29632054,29632641
"AT1G75380","1",28281789,28283631
"AT1G72480","1",27286304,27288339
"AT1G19170","1",6616777,6618875
"AT1G19160","1",6614162,6615214
"AT1G64350","1",23881582,23883073
"AT1G52770","1",19656009,19657546
"AT1G40129","1",15240553,15244036
"AT1G78590","1",29564343,29566128
"AT1G72940","1",27442278,27443487
"AT1G19150","1",6612806,6613799
"AT1G72510","1",27303906,27304403
"AT1G78580","1",29552495,29557482
"AT1G16720","1",5723161,5726248
"AT1G75390","1",28292224,28292745
"AT1G75400","1",28297609,28299464
"AT1G75450","1",28315248,28318064
"AT1G30370","1",10719169,10720758
"AT1G64310","1",23866053,23867711
"AT1G30380","1",10722325,10723013
"AT1G64300","1",23863543,23865776
"AT1G64295","1",23859554,23860624
"AT1G62790","1",23252369,23253481
"AT1G64290","1",23857394,23858488
"AT1G78570","1",29550110,29552207
"AT1G64320","1",23869036,23870548
"AT1G30400","1",10728139,10737697
"AT1G75420","1",28305469,28307317
"AT1G75410","1",28300095,28301890
"AT1G75440","1",28313623,28314960
"AT1G75430","1",28308121,28309517
"AT1G64330","1",23872172,23873970
"AT1G50010","1",18517737,18519729
"AT1G30420","1",10748816,10756316
"AT1G19140","1",6611026,6612414
"AT1G72520","1",27308611,27312589
"AT1G30470","1",10779423,10786415
"AT1G47420","1",17395774,17397176
"AT1G52710","1",19638627,19640112
"AT1G47410","1",17394818,17395508
"AT1G52720","1",19641007,19641360
"AT1G19090","1",6590350,6592615
"AT1G30460","1",10771469,10775323
"AT1G72920","1",27437947,27438868
"AT1G28550","1",10036966,10037698
"AT1G75360","1",28275084,28275956
"AT1G72560","1",27325026,27329467
"AT1G75340","1",28269153,28271873
"AT1G78550","1",29545031,29546360
"AT1G08120","1",2538678,2538941
"AT1G75350","1",28272163,28272687
"AT1G72910","1",27435634,27436887
"AT1G47400","1",17385818,17385970
"AT1G75330","1",28266457,28268383
"AT1G49040","1",18139419,18148826
"AT1G72550","1",27319947,27323908
"AT1G19120","1",6608288,6609162
"AT1G72930","1",27439476,27440147
"AT1G52740","1",19645409,19646221
"AT1G49050","1",18150638,18153186
"AT1G52750","1",19646785,19649208
"AT1G52760","1",19651378,19652576
"AT1G19130","1",6609545,6610555
"AT1G19100","1",6595560,6601159
"AT1G64355","1",23886152,23886987
"AT1G30440","1",10759475,10762199
"AT1G29010","1",10117715,10118973
"AT1G52730","1",19642866,19644978
"AT1G72540","1",27314932,27316669
"AT1G19110","1",6602270,6605766
"AT1G30450","1",10762905,10769061
"AT1G78560","1",29546846,29548764
"AT1G01030","1",11864,12940
"AT1G19570","1",6773462,6774413
"AT1G07690","1",2378076,2379000
"AT1G19580","1",6774937,6777092
"AT1G19600","1",6779085,6780898
"AT1G78730","1",29607840,29609441
"AT1G14330","1",4890375,4891700
"AT1G69340","1",26066298,26069644
"AT1G70230","1",26450389,26451724
"AT1G72200","1",27169935,27171149
"AT1G72220","1",27184388,27185629
"AT1G14310","1",4885049,4886672
"AT1G70250","1",26452975,26456088
"AT1G78720","1",29605629,29607510
"AT1G72210","1",27180066,27182268
"AT1G19550","1",6767451,6767983
"AT1G14320","1",4888270,4889408
"AT1G69330","1",26064138,26064950
"AT1G63930","1",23727927,23729174
"AT1G73100","1",27491970,27493979
"AT1G75830","1",28472405,28472754
"AT1G16480","1",5625843,5628656
"AT1G70290","1",26471286,26474078
"AT1G75840","1",28475964,28477377
"AT1G69310","1",26056118,26057909
"AT1G16470","1",5623122,5625439
"AT1G63880","1",23712514,23716047
"AT1G73080","1",27484513,27488021
"AT1G75820","1",28463631,28466652
"AT1G70270","1",26464427,26464687
"AT1G70260","1",26457067,26459338
"AT1G72190","1",27167458,27169696
"AT1G73110","1",27494344,27496844
"AT1G78740","1",29610494,29611438
"AT1G63910","1",23719968,23721625
"AT1G16490","1",5629859,5630844
"AT1G69320","1",26061925,26062248
"AT1G72230","1",27188287,27189093
"AT1G07710","1",2386275,2387986
"AT1G78890","1",29656623,29657537
"AT1G72270","1",27199733,27211122
"AT1G17060","1",5832282,5835255
"AT1G17050","1",5829289,5831215
"AT1G47730","1",17563931,17565106
"AT1G73050","1",27476565,27478534
"AT1G22890","1",8102851,8103228
"AT1G14270","1",4875099,4877195
"AT1G73060","1",27479027,27481258
"AT1G14260","1",4873200,4874430
"AT1G75810","1",28461747,28462124
"AT1G17020","1",5820258,5821741
"AT1G47720","1",17561514,17562859
"AT1G49230","1",18209320,18209979
"AT1G17030","1",5822487,5824424
"AT1G47710","1",17558271,17560061
"AT1G14250","1",4868675,4871203
"AT1G17455","1",5997932,5998276
"AT1G78750","1",29613122,29614695
"AT1G72260","1",27198803,27199358
"AT1G14280","1",4877657,4878985
"AT1G07730","1",2397527,2398696
"AT1G72240","1",27190211,27190573
"AT1G07740","1",2399117,2400496
"AT1G07745","1",2400797,2402842
"AT1G07720","1",2390970,2392406
"AT1G07725","1",2395249,2397096
"AT1G78895","1",29658313,29659866
"AT1G19540","1",6765713,6767247
"AT1G40083","1",14922423,14923055
"AT1G47750","1",17569388,17570134
"AT1G47740","1",17567903,17569035
"AT1G14290","1",4880307,4881784
"AT1G19530","1",6763976,6764686
"AT1G07750","1",2404300,2405863
"AT1G49220","1",18205946,18206701
"AT1G69295","1",26050492,26051843
"AT1G63870","1",23707131,23711901
"AT1G49260","1",18226328,18226777
"AT1G69280","1",26045290,26046670
"AT1G14350","1",4908427,4910647
"AT1G78790","1",29623930,29624785
"AT1G63840","1",23689991,23690491
"AT1G07610","1",2341603,2341865
"AT1G69270","1",26040877,26042499
"AT1G77850","1",29272405,29275193
"AT1G47786","1",17597898,17599099
"AT1G07620","1",2344556,2346374
"AT1G07630","1",2349189,2351437
"AT1G77855","1",29277244,29278388
"AT1G47780","1",17594683,17595343
"AT1G72180","1",27164074,27167204
"AT1G14340","1",4897709,4898776
"AT1G22882","1",8099150,8101220
"AT1G14345","1",4899176,4899766
"AT1G47790","1",17600004,17601173
"AT1G14360","1",4911362,4913029
"AT1G49270","1",18227334,18230227
"AT1G72160","1",27153823,27155609
"AT1G55840","1",20873891,20876018
"AT1G78810","1",29628538,29630510
"AT1G49290","1",18232608,18233624
"AT1G77830","1",29267160,29267752
"AT1G22880","1",8095770,8097539
"AT1G19610","1",6781674,6782024
"AT1G14390","1",4924277,4926794
"AT1G47813","1",17606558,17606818
"AT1G72170","1",27156403,27157516
"AT1G47810","1",17603504,17604559
"AT1G14370","1",4915859,4917959
"AT1G47800","1",17601513,17602676
"AT1G72175","1",27157978,27159359
"AT1G14380","1",4918279,4920761
"AT1G63830","1",23685408,23687098
"AT1G78800","1",29625859,29627941
"AT1G69260","1",26039314,26040570
"AT1G63820","1",23682529,23684050
"AT1G77840","1",29269087,29270400
"AT1G77860","1",29282643,29284458
"AT1G47770","1",17590266,17591261
"AT1G70310","1",26485497,26487352
"AT1G13410","1",4601526,4603174
"AT1G63850","1",23696962,23698708
"AT1G13400","1",4597784,4598911
"AT1G75860","1",28484255,28485743
"AT1G13390","1",4592829,4593549
"AT1G70320","1",26488745,26501281
"AT1G07680","1",2376062,2376993
"AT1G78770","1",29617421,29621273
"AT1G63860","1",23701920,23706005
"AT1G69290","1",26047372,26049348
"AT1G75850","1",28478053,28483874
"AT1G63855","1",23699557,23700954
"AT1G73120","1",27497365,27497885
"AT1G49240","1",18216539,18217947
"AT1G49245","1",18218861,18219085
"AT1G78760","1",29615174,29616738
"AT1G70300","1",26477993,26481233
"AT1G16445","1",5617811,5619303
"AT1G16430","1",5614632,5615397
"AT1G75890","1",28493051,28495047
"AT1G16400","1",5605231,5607281
"AT1G75900","1",28499179,28500943
"AT1G47760","1",17572451,17573159
"AT1G77870","1",29285177,29285714
"AT1G47765","1",17574906,17576092
"AT1G75910","1",28501511,28503096
"AT1G16440","1",5615841,5617632
"AT1G13370","1",4587926,4588522
"AT1G16420","1",5612304,5613829
"AT1G73130","1",27499467,27501896
"AT1G75870","1",28486532,28487114
"AT1G07670","1",2370305,2374196
"AT1G49250","1",18220533,18224256
"AT1G13380","1",4589218,4590362
"AT1G07660","1",2369212,2369523
"AT1G70330","1",26502920,26504360
"AT1G07645","1",2367612,2368349
"AT1G75880","1",28490564,28492298
"AT1G52940","1",19716402,19723716
"AT1G49210","1",18201994,18202671
"AT1G49200","1",18198298,18198978
"AT1G72350","1",27239273,27239947
"AT1G30140","1",10598764,10599527
"AT1G75670","1",28415378,28416505
"AT1G64105","1",23795078,23795563
"AT1G22920","1",8109882,8111895
"AT1G64100","1",23791585,23793641
"AT1G07860","1",2428942,2429431
"AT1G50030","1",18522626,18539619
"AT1G30135","1",10596516,10597095
"AT1G30170","1",10608068,10609529
"AT1G73020","1",27469714,27473181
"AT1G72340","1",27236898,27238482
"AT1G75720","1",28434648,28435318
"AT1G64070","1",23779949,23783449
"AT1G78660","1",29585901,29588117
"AT1G47640","1",17518409,17519998
"AT1G64065","1",23778628,23779272
"AT1G30110","1",10582700,10583821
"AT1G30120","1",10584350,10586477
"AT1G75690","1",28422273,28423170
"AT1G75680","1",28417215,28419231
"AT1G49140","1",18177696,18178269
"AT1G75700","1",28423956,28424931
"AT1G64080","1",23785230,23786557
"AT1G30130","1",10587666,10589222
"AT1G75710","1",28428806,28431128
"AT1G75660","1",28408289,28414825
"AT1G78650","1",29582987,29585508
"AT1G75640","1",28403600,28407022
"AT1G72980","1",27456227,27456871
"AT1G07920","1",2455559,2457001
"AT1G16590","1",5673886,5674890
"AT1G19380","1",6698129,6698662
"AT1G47610","1",17504836,17505891
"AT1G72990","1",27457480,27462168
"AT1G19390","1",6700772,6703368
"AT1G47600","1",17491771,17494589
"AT1G22930","1",8117521,8121854
"AT1G52950","1",19725483,19728007
"AT1G07930","1",2459014,2460458
"AT1G64110","1",23796887,23801255
"AT1G07950","1",2466061,2466982
"AT1G72970","1",27452872,27455706
"AT1G07940","1",2463350,2464792
"AT1G52970","1",19736634,19737083
"AT1G73010","1",27464780,27466180
"AT1G78640","1",29579715,29581988
"AT1G73000","1",27463092,27463721
"AT1G19430","1",6724669,6727533
"AT1G16560","1",5668945,5670343
"AT1G75620","1",28394951,28396594
"AT1G07890","1",2438005,2439435
"AT1G47620","1",17508116,17509678
"AT1G52980","1",19737493,19740201
"AT1G19397","1",6711040,6711336
"AT1G19394","1",6709773,6710605
"AT1G78630","1",29575997,29577406
"AT1G07910","1",2446712,2454386
"AT1G19400","1",6712222,6713676
"AT1G07900","1",2442624,2443631
"AT1G19410","1",6714492,6716439
"AT1G75800","1",28458889,28460447
"AT1G14180","1",4847828,4848970
"AT1G19490","1",6751953,6753959
"AT1G69370","1",26080098,26081559
"AT1G64020","1",23751756,23752121
"AT1G64030","1",23752873,23754348
"AT1G19500","1",6754952,6755536
"AT1G64010","1",23750884,23751441
"AT1G69380","1",26081729,26083431
"AT1G49180","1",18184840,18187444
"AT1G16515","1",5647605,5647709
"AT1G16520","1",5648904,5650998
"AT1G78880","1",29653068,29654819
"AT1G19510","1",6756483,6757290
"AT1G16510","1",5644784,5645227
"AT1G19485","1",6747167,6751443
"AT1G16500","1",5639079,5639995
"AT1G69390","1",26084721,26086284
"AT1G07770","1",2408413,2409065
"AT1G69360","1",26072520,26075420
"AT1G19520","1",6760032,6762581
"AT1G64000","1",23747434,23748883
"AT1G72280","1",27212039,27214506
"AT1G22900","1",8103910,8104491
"AT1G78710","1",29602708,29604557
"AT1G75780","1",28451378,28453602
"AT1G75790","1",28454980,28457388
"AT1G63960","1",23738201,23738506
"AT1G63970","1",23738923,23740336
"AT1G63950","1",23735000,23735556
"AT1G78690","1",29597002,29598409
"AT1G63980","1",23740646,23743054
"AT1G40087","1",14999762,15001868
"AT1G78700","1",29599854,29601539
"AT1G75730","1",28435991,28438983
"AT1G75770","1",28450022,28450971
"AT1G75750","1",28441813,28442284
"AT1G63990","1",23743323,23745351
"AT1G75760","1",28446940,28448421
"AT1G69350","1",26069882,26072245
"AT1G07780","1",2410352,2411833
"AT1G49170","1",18183561,18184434
"AT1G14240","1",4865159,4867777
"AT1G64040","1",23758626,23760274
"AT1G47670","1",17536834,17539486
"AT1G14190","1",4852802,4854307
"AT1G47680","1",17540775,17541089
"AT1G07850","1",2426745,2428719
"AT1G49150","1",18178577,18179023
"AT1G14200","1",4854532,4855071
"AT1G78670","1",29591053,29593319
"AT1G73030","1",27473938,27474848
"AT1G72290","1",27215852,27216499
"AT1G30100","1",10571383,10573152
"AT1G64060","1",23770266,23776317
"AT1G64050","1",23762584,23765714
"AT1G47660","1",17533941,17535551
"AT1G72310","1",27226405,27227379
"AT1G14185","1",4850284,4851885
"AT1G72300","1",27217679,27220966
"AT1G47655","1",17525437,17526066
"AT1G19440","1",6729119,6730669
"AT1G14205","1",4855582,4856762
"AT1G19470","1",6741296,6742534
"AT1G07795","1",2414438,2414794
"AT1G16540","1",5659465,5665201
"AT1G07790","1",2413049,2413495
"AT1G78680","1",29593933,29596037
"AT1G14230","1",4861497,4863991
"AT1G19480","1",6744520,6746144
"AT1G16530","1",5651470,5652839
"AT1G47690","1",17544079,17544231
"AT1G07810","1",2416681,2420572
"AT1G19460","1",6738484,6739734
"AT1G07840","1",2424603,2426425
"AT1G73040","1",27475159,27475777
"AT1G19450","1",6731671,6734633
"AT1G14220","1",4858642,4859601
"AT1G07830","1",2422549,2423392
"AT1G47700","1",17547325,17547477
"AT1G14210","1",4856902,4857941
"AT1G07820","1",2421435,2421746
"AT1G14400","1",4927294,4928136
"AT1G52590","1",19589224,19590231
"AT1G48830","1",18059854,18060935
"AT1G22450","1",7925447,7926918
"AT1G10310","1",3381733,3383874
"AT1G25988","1",9016252,9017450
"AT1G58230","1",21566331,21578865
"AT1G21920","1",7704454,7705866
"AT1G21910","1",7696655,7697347
"AT1G30920","1",11004242,11005444
"AT1G78270","1",29450691,29452223
"AT1G10330","1",3388747,3390150
"AT1G78280","1",29452823,29457118
"AT1G10320","1",3384164,3388373
"AT1G25682","1",9002532,9004550
"AT1G10300","1",3378142,3380226
"AT1G01450","1",164105,165517
"AT1G26090","1",9020509,9022619
"AT1G24240","1",8586431,8587970
"AT1G79360","1",29854140,29855723
"AT1G02460","1",504897,507099
"AT1G48840","1",18061931,18064811
"AT1G30900","1",10997275,11000543
"AT1G02475","1",514110,515331
"AT1G02500","1",519037,520218
"AT1G02490","1",516618,516734
"AT1G10340","1",3390475,3392481
"AT1G78320","1",29467581,29468358
"AT1G78310","1",29464003,29464938
"AT1G78300","1",29461883,29463052
"AT1G24250","1",8588442,8589546
"AT1G01440","1",159935,162219
"AT1G26100","1",9022716,9024081
"AT1G02450","1",498052,498480
"AT1G49850","1",18455326,18456444
"AT1G30910","1",11000912,11002801
"AT1G26110","1",9024616,9027556
"AT1G79370","1",29857934,29860163
"AT1G58225","1",21564205,21564995
"AT1G21900","1",7691165,7692327
"AT1G02420","1",493683,495158
